"var_name","variable_importance"
"age_0_19",0.0398830864652546
"age_20_39",0.0273703812515365
"age_40_59",0.115535999618149
"lu_residential_community",0.0690079058571675
"ss_visual_complexity",0.0436336784306838
"slope",0.0411591008158124
"ss_construction",0.0823667091693111
"ss_road_flat",0.0366867787925982
"ss_marking",0.0631296248299724
"ss_nature",0.0466981720197072
"ss_street_object",0.112518318433621
"od_bicycle_count",0.0124655754340148
"od_vehicle_count",0.105484203789567
"od_animal_count",0
"pop_den_log",0.0345287520827853
"average_income_log",0.0896109320316556
"poi_log",0.0359077850212018
"year_2016",0.000378578476677514
"year_2009",0.00396316891849096
"year_2021",0.00138842263662993
"year_2014",0
"year_2018",0.000482765291689012
"year_2022",6.07520252656564e-05
"year_2010",0
"year_2011",0
"year_2012",0
"year_2019",1.00417289625778e-05
"year_2017",0
"year_2015",0.000753149320693322
"year_2020",0
"month_9",0.00165382116693037
"month_4",0.00179943327150784
"month_5",0.0271262633775236
"month_3",0.0004019298084982
"month_11",0.000368536747714937
"month_6",0.00240247816693109
"month_10",0.0032236550194473
"month_8",0
"month_7",0
"month_12",0
