"covariate","avg","stderr","ranking","scaling","variation","labels"
"age_0_19",20.7181988665351,0.446225712713925,"Q1",0.884179944332003,0.322720890414152,"20.7
(0.446)"
"age_0_19",19.1592437203578,0.445965695247105,"Q2",0.675308351791042,0.322720890414152,"19.2
(0.446)"
"age_0_19",16.4786181677184,0.433606835216787,"Q3",0.205984039375628,0.322720890414152,"16.5
(0.434)"
"age_0_19",16.4578185850261,0.448429318549671,"Q4",0.203176512402971,0.322720890414152,"16.5
(0.448)"
"age_20_39",30.5946463564681,0.656583879814064,"Q1",0.115055578774161,0.267692594133219,"30.6
(0.657)"
"age_20_39",33.1821251628748,0.677335818163716,"Q2",0.360649611804603,0.267692594133219,"33.2
(0.677)"
"age_20_39",35.6454377412791,0.855966999054144,"Q3",0.672257922620836,0.267692594133219,"35.6
(0.856)"
"age_20_39",37.6841344450195,0.938484356254076,"Q4",0.866638105508006,0.267692594133219,"37.7
(0.938)"
"age_40_59",27.4899425204411,0.310397920643851,"Q1",0.898422576529082,0.374961586083524,"27.5
(0.31)"
"age_40_59",25.7101913841851,0.317958545007748,"Q2",0.620560988323516,0.374961586083524,"25.7
(0.318)"
"age_40_59",23.9452708591395,0.358651053049698,"Q3",0.257633382456954,0.374961586083524,"23.9
(0.359)"
"age_40_59",23.4324420393743,0.330396660343604,"Q4",0.176467801892033,0.374961586083524,"23.4
(0.33)"
"lu_residential_community",93.3145471179376,1.09266091500806,"Q1",0.841652532272214,0.37545631339503,"93.3
(1.09)"
"lu_residential_community",87.2384224339062,1.71467310631236,"Q2",0.687055873717806,0.37545631339503,"87.2
(1.71)"
"lu_residential_community",79.4188129917346,2.32246134379879,"Q3",0.431072649633222,0.37545631339503,"79.4
(2.32)"
"lu_residential_community",65.9182131484957,2.88818383091548,"Q4",0.0942295532184668,0.37545631339503,"65.9
(2.89)"
"ss_visual_complexity",33.3160383034955,0.169533181759573,"Q1",0.894169270646804,0.144834680554557,"33.3
(0.17)"
"ss_visual_complexity",32.3701274187531,0.218506322905749,"Q2",0.236136542095434,0.144834680554557,"32.4
(0.219)"
"ss_visual_complexity",32.8889299117058,0.229044852735563,"Q3",0.640759120103316,0.144834680554557,"32.9
(0.229)"
"ss_visual_complexity",32.2874826086184,0.298661878338375,"Q4",0.186541580190549,0.144834680554557,"32.3
(0.299)"
"slope",13.5533649340648,0.567528100931137,"Q1",0.922941608282012,0.048996613596318,"13.6
(0.568)"
"slope",12.4024126457517,0.655588622709138,"Q2",0.182429797435496,0.048996613596318,"12.4
(0.656)"
"slope",12.6815512752113,0.746318329906057,"Q3",0.366649097233386,0.048996613596318,"12.7
(0.746)"
"slope",12.7617710482244,0.855396882240477,"Q4",0.42926165180456,0.048996613596318,"12.8
(0.855)"
"ss_construction",6.78991304913771,0.286755112046927,"Q1",0.161320597971559,0.395085370291397,"6.79
(0.287)"
"ss_construction",8.69941867518299,0.549440529763006,"Q2",0.357202936820589,0.395085370291397,"8.7
(0.549)"
"ss_construction",9.76301148048806,0.420937644479297,"Q3",0.492468622930212,0.395085370291397,"9.76
(0.421)"
"ss_construction",14.0311295090029,0.710964410339773,"Q4",0.915258925725915,0.395085370291397,"14
(0.711)"
