"covariate","avg","stderr","ranking","scaling","variation","labels"
"year",2016.83488372092,0.21056906924415,"Q1",0.907856966971347,0.220776985249874,"2020
(0.211)"
"year",2015.52558139534,0.223385088428386,"Q2",0.521148997287228,0.220776985249874,"2020
(0.223)"
"year",2015.14719626168,0.224631315266468,"Q3",0.376255916021962,0.220776985249874,"2020
(0.225)"
"year",2014.37674418603,0.223333500514833,"Q4",0.143351604521559,0.220776985249874,"2010
(0.223)"
"age_0_19",17.6151624572288,0.308371770993119,"Q1",0.151293503908342,0.177936005322354,"17.6
(0.308)"
"age_0_19",18.0483076168736,0.311971450234287,"Q2",0.256984445137557,0.177936005322354,"18
(0.312)"
"age_0_19",19.511392587944,0.320416539364735,"Q3",0.733990077089328,0.177936005322354,"19.5
(0.32)"
"age_0_19",20.0080831493256,0.286778601537803,"Q4",0.855119505390836,0.177936005322354,"20
(0.287)"
"age_20_39",36.3750112745016,0.549883769518805,"Q1",0.87738904528844,0.265987407229291,"36.4
(0.55)"
"age_20_39",34.1135394477866,0.586715958456798,"Q2",0.659356438644543,0.265987407229291,"34.1
(0.587)"
"age_20_39",31.5622246535597,0.521551488287222,"Q3",0.331087292031224,0.265987407229291,"31.6
(0.522)"
"age_20_39",29.4585082024068,0.460964693001634,"Q4",0.128014291655127,0.265987407229291,"29.5
(0.461)"
"age_40_59",24.7790182108,0.247654828696849,"Q1",0.19435727452621,0.259319659975605,"24.8
(0.248)"
"age_40_59",24.9797174497438,0.235371474924962,"Q2",0.241698010015469,0.259319659975605,"25
(0.235)"
"age_40_59",26.1761807124202,0.206791770074047,"Q3",0.602391407599472,0.259319659975605,"26.2
(0.207)"
"age_40_59",27.4764511226417,0.21182430191723,"Q4",0.903756992647282,0.259319659975605,"27.5
(0.212)"
"lu_commerce_developped",14.9762827464937,1.45954600909674,"Q1",0.161146616291466,0.0527932493378738,"15
(1.46)"
"lu_commerce_developped",15.4919365429492,1.44437160805454,"Q2",0.25313369251515,0.0527932493378738,"15.5
(1.44)"
"lu_commerce_developped",17.3442341113574,1.44999369739472,"Q3",0.692561917225554,0.0527932493378738,"17.3
(1.45)"
"lu_commerce_developped",18.3723310456868,1.44394610423364,"Q4",0.875193925894092,0.0527932493378738,"18.4
(1.44)"
"lu_residential_community",84.2014752931778,1.50093829181821,"Q1",0.815568972343469,0.069733809652222,"84.2
(1.5)"
"lu_residential_community",83.6344308249868,1.46071821080515,"Q2",0.736398013092532,0.069733809652222,"83.6
(1.46)"
"lu_residential_community",81.8448261495078,1.44955425583754,"Q3",0.417515351946164,0.069733809652222,"81.8
(1.45)"
"lu_residential_community",79.4721698931236,1.47544672997961,"Q4",0.0929787344831605,0.069733809652222,"79.5
(1.48)"
"slope",15.5298258809198,0.533185296404211,"Q1",0.838914003317635,0.274626575781645,"15.5
(0.533)"
"slope",14.1555870602069,0.497087873899613,"Q2",0.691291344261844,0.274626575781645,"14.2
(0.497)"
"slope",12.2801903823781,0.480316796499008,"Q3",0.432564650695687,0.274626575781645,"12.3
(0.48)"
"slope",9.05866054271458,0.392351426232007,"Q4",0.0934726280940455,0.274626575781645,"9.06
(0.392)"
"ss_visual_complexity",33.5270480169202,0.125307295858357,"Q1",0.857613305981936,0.239434294237547,"33.5
(0.125)"
"ss_visual_complexity",33.1441022988925,0.130812918608986,"Q2",0.687292475078173,0.239434294237547,"33.1
(0.131)"
"ss_visual_complexity",32.605617936904,0.135469519056723,"Q3",0.370908506873763,0.239434294237547,"32.6
(0.135)"
"ss_visual_complexity",32.0135817630459,0.128030865331491,"Q4",0.109648431739119,0.239434294237547,"32
(0.128)"
"ss_construction",10.8436762883851,0.351704125885721,"Q1",0.836803830179534,0.246272191445682,"10.8
(0.352)"
"ss_construction",10.2682900924676,0.352819156322147,"Q2",0.737674148399523,0.246272191445682,"10.3
(0.353)"
"ss_construction",8.5304928612427,0.298997142091427,"Q3",0.342210843011766,0.246272191445682,"8.53
(0.299)"
"ss_construction",7.18922126580238,0.264895028692792,"Q4",0.112916848128641,0.246272191445682,"7.19
(0.265)"
"ss_road_flat",37.4644526936064,0.210291288427839,"Q1",0.91780956986801,0.0755673417696191,"37.5
(0.21)"
"ss_road_flat",36.7467382547893,0.236554243617963,"Q2",0.293182522869744,0.0755673417696191,"36.7
(0.237)"
"ss_road_flat",36.9600442579179,0.231553157321301,"Q3",0.512307446127459,0.0755673417696191,"37
(0.232)"
"ss_road_flat",36.6231542577202,0.264714820660058,"Q4",0.190180420314125,0.0755673417696191,"36.6
(0.265)"
"ss_marking",0.952099838752291,0.0343782473161776,"Q1",0.860462520013156,0.131612079649618,"0.952
(0.0344)"
"ss_marking",0.892037644573692,0.0408163353098019,"Q2",0.696255995249804,0.131612079649618,"0.892
(0.0408)"
"ss_marking",0.793787502755495,0.0391003192775979,"Q3",0.338455591171541,0.131612079649618,"0.794
(0.0391)"
"ss_marking",0.713241783957244,0.0394004442487352,"Q4",0.119123373569729,0.131612079649618,"0.713
(0.0394)"
"ss_nature",1.22092819214995,0.0722093273794405,"Q1",0.140552529321803,0.35231863489702,"1.22
(0.0722)"
"ss_nature",1.83620816879142,0.123085718827697,"Q2",0.335390454658385,0.35231863489702,"1.84
(0.123)"
"ss_nature",2.46079032788527,0.123781297556831,"Q3",0.593887308883286,0.35231863489702,"2.46
(0.124)"
"ss_nature",3.42957501994526,0.157683892873772,"Q4",0.897128955864743,0.35231863489702,"3.43
(0.158)"
"ss_street_object",0.586991158417722,0.0115460871100064,"Q1",0.926051577512433,0.0775352804953366,"0.587
(0.0115)"
"ss_street_object",0.5528092325702,0.0116868795131738,"Q2",0.361320204452652,0.0775352804953366,"0.553
(0.0117)"
"ss_street_object",0.543431799741228,0.0119816915501196,"Q3",0.197864872838165,0.0775352804953366,"0.543
(0.012)"
"ss_street_object",0.554936415160655,0.0119373750591834,"Q4",0.404081820992538,0.0775352804953366,"0.555
(0.0119)"
"od_person_count",0.453009361654914,0.0180306754853412,"Q1",0.85983710783633,0.363463981148938,"0.453
(0.018)"
"od_person_count",0.385654260782168,0.0182707942064974,"Q2",0.699227778566725,0.363463981148938,"0.386
(0.0183)"
"od_person_count",0.270910658227798,0.0136124721444372,"Q3",0.334545235805512,0.363463981148938,"0.271
(0.0136)"
"od_person_count",0.180648777961089,0.00917525258770568,"Q4",0.120123031578155,0.363463981148938,"0.181
(0.00918)"
"od_bicycle_count",0.0853045035884908,0.00705633735807519,"Q1",0.911812519109035,0.299597343908896,"0.0853
(0.00706)"
