"var_name","variable_importance"
"year",0.0023802522647661
"ss_bicycle",0.00613330629200358
"ss_building",0.0119550229183778
"ss_bus",0.0648436629066959
"ss_car",0.00891415687977404
"ss_fence",0.00722915863807742
"ss_motorcycle",0.00031627436190351
"ss_person",0.0652747786589412
"ss_pole",0.00482881982175178
"ss_rider",0.000780472685137408
"ss_road",0.00569722341108082
"ss_sky",0.014096710961198
"ss_terrain",0.00941425047230864
"ss_traffic.light",0.0024875123868253
"ss_traffic.sign",0.0241112721106098
"ss_train",0.00653121130904591
"ss_truck",0.00917043037391111
"ss_vegetation",0.0163780073640607
"ss_wall",0.0804538420598009
"ss_visual_complexity",0.00455783269118716
"od_person_count",0.372479413073056
"od_bicycle_count",0.000989975623896027
"od_vehicle_count",0.0538868157828532
"X0_9",0.0180083816148239
"X10_19",0.00360990120514556
"X20_29",0.00688291310196077
"X30_39",0.00283092842653967
"X40_49",0.00274537009238681
"X50_59",0.00348032200085488
"X60_69",0.0021744901058688
"X70_79",0.00513606821128496
"X80_89",0.00378147811671119
"IMD_score",0.0040357120810917
"housing_price_log",0.00369828454196942
"pop_den_log",0.00485753533109142
"lu_community_service",0.0158932733735314
"lu_defence",0.000103020478986179
"lu_industry_commerce",0.0279242635613458
"lu_minerals_landfill",0.000430814915710381
"lu_residential",0.00300842964879112
"lu_transport_utilities",0.00497723697572774
"lu_unknown_developed_use",0.00992941138657969
"lu_agriculture",0.00116377040810493
"lu_forest_open_land_water",0.00462152319890592
"lu_outdoor_recreation",0.00320820780082759
"lu_residential_gardens",0.0327529744714769
"lu_undeveloped_land",0.00259169877082419
"lu_vacant",0.00253010962909857
"poi_log",0.0526938923064034
"slope",0.00401958519669526
