"var_name","variable_importance"
"age_0_19",0.0629864802021281
"age_20_39",0.0686425219226791
"age_40_59",0.0471210218671127
"IMD_score",0.106076875793541
"lu_residential_community",0.02662134259775
"lu_commerce_developed",0.0506531039593719
"ss_visual_complexity",0.0222376324970394
"slope",0.0307091475591894
"ss_construction",0.0372198593144141
"ss_road_flat",0.0178382815766403
"ss_marking",0.0243004006634972
"ss_nature",0.0170389251673534
"ss_street_object",0.0234316155204126
"od_person_count",0.129597112168937
"od_vehicle_count",0.043685401272323
"od_animal_count",0
"pop_den_log",0.10327661674067
"housing_price_log",0.0435335041073366
"poi_log",0.0397018725223222
"year_2012",0
"year_2015",0.000129368589227315
"year_2017",3.58680057388809e-05
"year_2019",0.0038219118278817
"year_2010",0
"year_2014",0.000555860395156144
"year_2018",0.0441639617047175
"year_2016",0.00681075522108119
"year_2011",0
"month_7",0.00262381487562762
"month_9",0.000132904871483261
"month_6",0.00604167931734199
"month_5",0.00136338540425503
"month_10",0
"month_4",0.00119009969032457
"month_3",0.038458674644446
"month_11",0
