"estimate","std.err","covariate","category"
"0.248824276928312","0.136550089035035","age_0_19","0-33%"
"0.271029264867223","0.28996425038603","age_0_19","33-66%"
"0.666757172580481","0.227461992566753","age_0_19","66-100%"
"0.72902781521214","0.271727660985793","age_20_39","0-33%"
"0.315945105148179","0.260161592759077","age_20_39","33-66%"
"0.188619090177864","0.133368327923961","age_20_39","66-100%"
"0.226761158617422","0.137044828218588","age_40_59","0-33%"
"0.659361711900697","0.244437401438733","age_40_59","33-66%"
"0.480914067869457","0.273928838109017","age_40_59","66-100%"
"0.485621521386332","0.132717383895601","lu_residential_community","0-33%"
"0.426383182012879","0.268423708777227","lu_residential_community","33-66%"
"0.0946509327359661","0.188506904761729","lu_residential_community","66-100%"
"0.41609855022122","0.550306330161028","ss_visual_complexity","0-33%"
"0.74829785883501","0.235575680632995","ss_visual_complexity","33-66%"
"0.179253869950524","0.119268189942482","ss_visual_complexity","66-100%"
"0.713177674104831","0.154710463650325","slope","0-33%"
"0.379714516018837","0.247291372617032","slope","33-66%"
"0.238549446555499","0.150097996631719","slope","66-100%"
"0.351682730250248","0.359389609507047","ss_construction","0-33%"
"0.0286696570642737","0.227638626121494","ss_construction","33-66%"
"0.566270840660795","0.132153211788292","ss_construction","66-100%"
"0.248871919024193","0.141749560441034","ss_road_flat","0-33%"
"0.180121411686266","0.242410220456643","ss_road_flat","33-66%"
"1.01594902481204","0.274157526317227","ss_road_flat","66-100%"
"0.427144113201137","0.191021657156317","ss_marking","0-33%"
"0.399570109155728","0.182900371349379","ss_marking","33-66%"
"0.194340200135359","0.187404387482459","ss_marking","66-100%"
"0.57910610526482","0.147863167427593","ss_nature","0-33%"
"-0.00101823176824359","0.231433956105843","ss_nature","33-66%"
"0.524602864329053","0.1929030906959","ss_nature","66-100%"
"0.176675066155559","0.208836283817369","ss_street_object","0-33%"
"0.103769674209904","0.234646702945892","ss_street_object","33-66%"
"0.850069069793749","0.155818213306785","ss_street_object","66-100%"
"0.656232777337362","0.202815085789868","od_vehicle_count","0-33%"
"0.40057969700905","0.190748102567031","od_vehicle_count","33-66%"
"0.176066101087006","0.237848724471715","od_vehicle_count","66-100%"
"0.730711121871313","0.329788785559312","pop_den_log","0-33%"
"0.356191762286343","0.160516720933539","pop_den_log","33-66%"
"0.0766398274394145","0.156412503416717","pop_den_log","66-100%"
"0.213031797722363","0.204381592426653","average_income_log","0-33%"
"0.549520362550084","0.156655729030068","average_income_log","33-66%"
"0.340945854953245","0.224787188875649","average_income_log","66-100%"
"0.509337941915857","0.262003988389177","poi_log","0-33%"
"0.331917888239049","0.256968640599536","poi_log","33-66%"
"0.198918363273283","0.105496234213077","poi_log","66-100%"
