"estimate","std.err","covariate","category"
"0.0113408611888693","0.0338678051059612","year","low"
"-0.00228237793663033","0.0411595022715758","year","high"
"-0.0319157061613288","0.0334941895718196","age_0_19","low"
"0.0506774710973491","0.036063165164384","age_0_19","high"
"0.0762538971564252","0.0361806702527308","age_20_39","low"
"-0.0368701873994664","0.0358416076594984","age_20_39","high"
"-0.02561124260668","0.0374763510271273","age_40_59","low"
"0.0365259281867642","0.0351536393671907","age_40_59","high"
"-0.0585656157828343","0.0312292649427143","IMD_score","low"
"0.0660681976304663","0.0381998004176817","IMD_score","high"
"0.0396489528696172","0.0348386741849845","lu_residential_community","low"
"-0.0177085643732224","0.0350740972426174","lu_residential_community","high"
"0.066648788401289","0.0342604847729102","lu_commerce_developed","low"
"-0.0181609682873132","0.0359531201738928","lu_commerce_developed","high"
"-0.000216389078917495","0.0388306777751125","ss_visual_complexity","low"
"0.0214702307545397","0.0346119265345926","ss_visual_complexity","high"
"0.0132418455526135","0.0357455010080463","slope","low"
"0.00265841376203764","0.034586235587435","slope","high"
"0.0301469616370367","0.0340938011645354","ss_construction","low"
"0.0076815363680149","0.0378598255266665","ss_construction","high"
"-0.0113418090236081","0.0370953026554545","ss_road_flat","low"
"0.0278377746030062","0.0380592819823198","ss_road_flat","high"
"0.0482076006947389","0.0379333092175036","ss_marking","low"
"-0.027434032407691","0.035470623279027","ss_marking","high"
"0.0456799319980623","0.0362882615792318","ss_nature","low"
"-0.055549350980847","0.0380658104645715","ss_nature","high"
"0.0631337032410688","0.0360824586462011","ss_street_object","low"
"-0.0291143375991593","0.0363614590300698","ss_street_object","high"
"0.0161744510383965","0.0377125879604471","od_person_count","low"
"0.0176098555825806","0.0359760941701207","od_person_count","high"
"-0.00169512093642751","0.0334591960027975","od_bicycle_count","low"
"0.0139972086695802","0.0431662810466482","od_bicycle_count","high"
"-0.000976502365535769","0.0369943130864616","od_vehicle_count","low"
"0.0278201205749067","0.0362729349446899","od_vehicle_count","high"
"0.0110193630181299","0.0263304019345042","od_animal_count","low"
"0.031501523674313","0.159771977258695","od_animal_count","high"
"0.0122856472543829","0.0356239652066013","pop_den_log","low"
"0.00866311820279226","0.0348832844316002","pop_den_log","high"
"0.0377254870323988","0.0363143189866101","housing_price_log","low"
"-0.00481833359317528","0.0360086011911754","housing_price_log","high"
"0.0468456566082031","0.0345585863258586","poi_log","low"
"-0.0132155138458295","0.0375179354803305","poi_log","high"
