"","slope_log","yhat"
"1",0.391639265318417,5.6416215761736
"2",0.430171771530319,5.64175679397995
"3",0.46870427774222,5.63987481605629
"4",0.507236783954122,5.6463307393441
"5",0.545769290166024,5.64857071619462
"6",0.584301796377925,5.65708587379771
"7",0.622834302589827,5.66048729096049
"8",0.661366808801729,5.66620608251763
"9",0.69989931501363,5.66289440530735
"10",0.738431821225532,5.65247518363057
"11",0.776964327437434,5.63884275681196
"12",0.815496833649335,5.61845492538857
"13",0.854029339861237,5.56369524968083
"14",0.892561846073138,5.49374757783104
"15",0.93109435228504,5.48532760376353
"16",0.969626858496942,5.47191377726513
"17",1.00815936470884,5.45311593799566
"18",1.04669187092075,5.44299892135854
"19",1.08522437713265,5.42762169602341
"20",1.12375688334455,5.40781846525068
"21",1.16228938955645,5.37898145481308
"22",1.20082189576835,5.33760347267994
"23",1.23935440198025,5.32093316584888
"24",1.27788690819216,5.31135492117503
"25",1.31641941440406,5.31208411672663
"26",1.35495192061596,5.30471848288476
"27",1.39348442682786,5.29858191083463
"28",1.43201693303976,5.2826260315439
"29",1.47054943925166,5.26197715647702
"30",1.50908194546356,5.19912818121433
"31",1.54761445167547,5.17616293836226
"32",1.58614695788737,5.1565893369038
"33",1.62467946409927,5.14546458289702
"34",1.66321197031117,5.11284919118983
"35",1.70174447652307,5.11148361885271
"36",1.74027698273497,5.1133302962556
"37",1.77880948894688,5.11417437856226
"38",1.81734199515878,5.1145213423145
"39",1.85587450137068,5.11353093133872
"40",1.89440700758258,5.11224863758861
"41",1.93293951379448,5.11136518947277
"42",1.97147202000638,5.1109605826041
"43",2.01000452621829,5.11078620243527
"44",2.04853703243019,5.10715693370236
"45",2.08706953864209,5.1061468584493
"46",2.12560204485399,5.10507008683574
"47",2.16413455106589,5.10473773937674
"48",2.20266705727779,5.10381274449208
"49",2.2411995634897,5.10392553543824
"50",2.2797320697016,5.10415876189107
"51",2.3182645759135,5.10415876189107
