"var_name","variable_importance"
"year",0.00541157566880677
"building",0.087748189981069
"road",0.166599772481228
"vegetation",0.0438260616095361
"sky",0.0463311978602815
"terrain",0.101033244371371
"person_count",0.0033137738590773
"bicycle_count",1.01891358339171e-05
"vehicle_count",0.0038703727718502
"X0_9",0.016948794382081
"X10_19",0.0131722693405429
"X20_29",0.0278938853606433
"X30_39",0.0106079990505578
"X40_49",0.010661778004203
"X50_59",0.0188463970405192
"X60_69",0.0408562393983778
"X70_79",0.0200962074415427
"X80_89",0.0105427631083811
"IMD_score",0.253693997672709
"poi_log",0.00519074930673351
"housing_price_log",0.0832678445925214
"pop_den_log",0.0300766975621335
