"covariate","avg","stderr","ranking","scaling","variation","labels"
"age_0_19",18.5153332429616,0.455492698890038,"Q1",0.621589709917878,0.154085205602765,"18.5
(0.455)"
"age_0_19",18.1139243923922,0.491624917055248,"Q2",0.46404982392248,0.154085205602765,"18.1
(0.492)"
"age_0_19",16.8915275421084,0.441923463713064,"Q3",0.0954329682906293,0.154085205602765,"16.9
(0.442)"
"age_0_19",19.297223255919,0.44064276084738,"Q4",0.861834656940532,0.154085205602765,"19.3
(0.441)"
"age_20_39",37.3768876016118,0.816037428261411,"Q1",0.798049973334128,0.324304623531325,"37.4
(0.816)"
"age_20_39",36.0030041056501,0.825039705995448,"Q2",0.679051795413477,0.324304623531325,"36
(0.825)"
"age_20_39",34.7884991788685,0.750820012769863,"Q3",0.554998586694048,0.324304623531325,"34.8
(0.751)"
"age_20_39",28.929383433887,0.723298146575552,"Q4",0.0752133728416308,0.324304623531325,"28.9
(0.723)"
"age_40_59",25.0193410462443,0.282692444812828,"Q1",0.449314563428829,0.202851594191678,"25
(0.283)"
"age_40_59",24.2880755292434,0.363167832068427,"Q2",0.194672440983524,0.202851594191678,"24.3
(0.363)"
"age_40_59",24.7051363543336,0.374884671500095,"Q3",0.329056268624606,0.202851594191678,"24.7
(0.375)"
"age_40_59",26.5728925282706,0.345381467574659,"Q4",0.923744747378746,0.202851594191678,"26.6
(0.345)"
"lu_residential_community",82.1637520347146,2.26692478030028,"Q1",0.551574162730959,0.168348501652756,"82.2
(2.27)"
"lu_residential_community",87.8717088549752,1.70457559462313,"Q2",0.886090618711885,0.168348501652756,"87.9
(1.7)"
"lu_residential_community",80.9271564027907,2.24219933716653,"Q3",0.458764400260687,0.168348501652756,"80.9
(2.24)"
"lu_residential_community",74.9424618337042,2.54454570888027,"Q4",0.108957899685676,0.168348501652756,"74.9
(2.54)"
"ss_visual_complexity",32.6823103416113,0.228258928243506,"Q1",0.474694644473962,0.156427926148687,"32.7
(0.228)"
"ss_visual_complexity",33.3562049677678,0.163513081297583,"Q2",0.891499518188423,0.156427926148687,"33.4
(0.164)"
"ss_visual_complexity",32.7367751713101,0.310796972860202,"Q3",0.516524729778601,0.156427926148687,"32.7
(0.311)"
"ss_visual_complexity",32.0857662144796,0.207394615550159,"Q4",0.112660214151631,0.156427926148687,"32.1
(0.207)"
"slope",11.8575581958858,0.5888645210191,"Q1",0.119899264974384,0.0839141130176264,"11.9
(0.589)"
"slope",13.7176366281056,0.775272813787954,"Q2",0.847175725270088,0.0839141130176264,"13.7
(0.775)"
"slope",13.3617366772112,0.784146843617638,"Q3",0.726904644985884,0.0839141130176264,"13.4
(0.784)"
"slope",12.4689702560696,0.686984106097784,"Q4",0.325496563857289,0.0839141130176264,"12.5
(0.687)"
"ss_construction",11.1453033265126,0.544413703914076,"Q1",0.82358428622757,0.183544392214368,"11.1
(0.544)"
"ss_construction",9.87856044512934,0.475969371471584,"Q2",0.515693277148144,0.183544392214368,"9.88
(0.476)"
"ss_construction",10.4326293044893,0.65315627720599,"Q3",0.665866241064082,0.183544392214368,"10.4
(0.653)"
"ss_construction",7.83367581592037,0.482951822183253,"Q4",0.0812089543951309,0.183544392214368,"7.83
(0.483)"
"ss_road_flat",35.7980333125441,0.481319240787834,"Q1",0.0950638104220524,0.172137224601404,"35.8
(0.481)"
"ss_road_flat",37.3443528816519,0.309320959950575,"Q2",0.617604240767532,0.172137224601404,"37.3
(0.309)"
"ss_road_flat",36.9811871172321,0.436715766747692,"Q3",0.468601741542353,0.172137224601404,"37
(0.437)"
"ss_road_flat",38.1039646698784,0.309347302297131,"Q4",0.862097653570091,0.172137224601404,"38.1
(0.309)"
"ss_marking",0.708174860157854,0.0733828900053166,"Q1",0.0679819629561919,0.152677636857588,"0.708
(0.0734)"
"ss_marking",1.0243415799939,0.0726847457057216,"Q2",0.6802672346046,0.152677636857588,"1.02
(0.0727)"
"ss_marking",1.00999624664708,0.0802807727920938,"Q3",0.64785702545355,0.152677636857588,"1.01
(0.0803)"
"ss_marking",1.05250738840283,0.0706359800006521,"Q4",0.739889002468058,0.152677636857588,"1.05
(0.0706)"
"ss_nature",2.7950645044989,0.303782325060083,"Q1",0.85837259457508,0.203411261731759,"2.8
(0.304)"
"ss_nature",1.47915834606133,0.132599393066048,"Q2",0.131953265642763,0.203411261731759,"1.48
(0.133)"
"ss_nature",1.83471984038441,0.174496542381411,"Q3",0.299653976114978,0.203411261731759,"1.83
(0.174)"
"ss_nature",2.49257685806251,0.171914732607476,"Q4",0.715513609203276,0.203411261731759,"2.49
(0.172)"
