"var_name","variable_importance"
"year",0.000196341463414634
"ss_bicycle",0.00028109756097561
"ss_building",0.00108567073170732
"ss_bus",9.8780487804878e-05
"ss_car",2.46951219512195e-05
"ss_fence",3.01829268292683e-05
"ss_motorcycle",2.74390243902439e-06
"ss_person",0.000609451219512195
"ss_pole",9.60365853658537e-05
"ss_rider",3.56707317073171e-05
"ss_road",0.00257987804878049
"ss_sidewalk",0.0124030487804878
"ss_sky",0.00980274390243902
"ss_terrain",0.00199512195121951
"ss_traffic.light",9.05487804878049e-05
"ss_traffic.sign",4.66463414634146e-05
"ss_train",1.3719512195122e-05
"ss_truck",0.000101524390243902
"ss_vegetation",0.000104268292682927
"ss_wall",7.68292682926829e-05
"ss_visual_complexity",6.3109756097561e-05
"od_person_count_log",0.206650609756098
"od_bicycle_count_log",0.000466768292682927
"od_vehicle_count_log",0.0240728658536585
"IMD_score_log",0.000774390243902439
"housing_price_log",0.0076
"pop_den_log",0.00353871951219512
"poi_log",0.637846951219512
"slope_log",0.00721432926829268
"age_0_19",0.00601768292682927
"age_20_39",0.0600856707317073
"age_40_59",0.000339024390243902
"lu_residential_community",0.00100975609756098
"lu_commerce_developed",0.0146451219512195
