"var_name","variable_importance"
"age_0_19",0.0586794271599972
"age_20_39",0.0903107811403596
"age_40_59",0.00469939743942004
"age_60_90",0.00641688626380627
"IMD_score",0.00510772193946636
"lu_residential_community",0.00694473006491286
"lu_commerce_developed",0.0287662192365482
"lu_others",0.113631862220306
"ss_curb",0.0117948470543089
"ss_vegetation",0.00353327867240743
"ss_sidewalk",0.0188619082585888
"ss_street_light",0.0014278533043555
"ss_guard_rail",0.0341575796187803
"ss_parking",0.000917873677448282
"ss_bike_lane",0.000451048199909687
"ss_curb_cut",4.50003478760278e-05
"ss_pothole",0
"ss_bench",3.19313688445634e-06
"ss_bike_rack",0
"ss_pedestrian_area",9.87584214700808e-06
"ss_visual_complexity",0.00622056258187047
"slope",0.00413562301198601
"ss_construction",0.036931774366079
"ss_road_flat",0.0049553151183983
"ss_marking",0.0208190113783559
"ss_nature",0.00202010575238653
"ss_street_object",0.0107183496237332
"pop_den_log",0.0244983112045282
"housing_price_log",0.0326102056101298
"poi_log",0.464891861334554
"year_2012",0.000534582239799719
"year_2015",0.00264670518317382
"year_2017",0.000135890338109001
"year_2019",0.000245642718155073
"year_2010",0
"year_2014",0.000138787043499818
"year_2018",2.90346634537461e-05
"year_2016",0.000566176761995953
"year_2011",0
"month_7",0.000360959687034713
"month_9",0.00011235265394325
"month_6",0.00052789209950736
"month_5",0.000252621854911263
"month_10",0.000132400769730905
"month_4",0.000572158579570963
"month_3",0.000184191847569749
"month_11",0
