"var_name","variable_importance"
"age_0_19",0.0608097565686143
"age_20_39",0.0476546135971131
"age_40_59",0.04398891627645
"IMD_score",0.0365138613881441
"lu_residential_community",0.056980949192146
"lu_commerce_developed",0.0343310714799331
"ss_visual_complexity",0.0376125689074404
"slope",0.0306791390144651
"ss_construction",0.0780648659493059
"ss_road_flat",0.0658423598620021
"ss_marking",0.114768220559959
"ss_nature",0.0305846447181903
"ss_street_object",0.0611878909253517
"od_person_count",0.0320366139917616
"od_vehicle_count",0.051460435749722
"od_animal_count",0
"pop_den_log",0.0906144411087068
"housing_price_log",0.0388186329741725
"poi_log",0.0661468825434767
"year_2012",0.00128615159408434
"year_2015",8.539253882692e-05
"year_2017",0
"year_2019",0.00466210098901876
"year_2010",0
"year_2014",0.000443351344369578
"year_2018",0.000717073170731707
"year_2016",0
"year_2011",0
"month_7",0.000661210255527092
"month_9",0.000365853658536585
"month_6",0.00543123278270816
"month_5",0.00017078507765384
"month_10",8.539253882692e-05
"month_4",0.00319724452672594
"month_3",0.00479834671603556
"month_11",0
