"estimate","std.err","covariate","category"
"-0.393070828786313","0.160315984776548","IMD_score","0-33%"
"-0.0993364163723541","0.140163349305681","IMD_score","33-66%"
"0.0869207632997838","0.142847452031023","IMD_score","66-100%"
"-0.0312116090016872","0.133213651006678","age_0_19","0-33%"
"-0.131652273256871","0.168877571582969","age_0_19","33-66%"
"-0.280452215685994","0.154081411493869","age_0_19","66-100%"
"-0.458804971984309","0.164773723288048","age_20_39","0-33%"
"0.0572821586712906","0.159383886371661","age_20_39","33-66%"
"-0.0886087496635055","0.130149039519354","age_20_39","66-100%"
"-0.0350011244373452","0.141003403985011","age_40_59","0-33%"
"0.16790110598262","0.164920095017552","age_40_59","33-66%"
"-0.465094539197416","0.156094772981126","age_40_59","66-100%"
"0.20193766621374","0.159961524724141","lu_residential_community","0-33%"
"-0.190042188346052","0.156135544398714","lu_residential_community","33-66%"
"-0.355601593728939","0.142137700455029","lu_residential_community","66-100%"
"-0.192364359194095","0.147551380013883","lu_commerce_developed","0-33%"
"-0.0167461992532049","0.151810567617977","lu_commerce_developed","33-66%"
"-0.3000740534293","0.157172289070184","lu_commerce_developed","66-100%"
"-0.0046694879812151","0.154278700856295","ss_visual_complexity","0-33%"
"-0.284583784491151","0.152413359105208","ss_visual_complexity","33-66%"
"-0.19117353458308","0.170847900153202","ss_visual_complexity","66-100%"
"-0.130464418466455","0.149534723277349","ss_construction","0-33%"
"-0.189534323510382","0.164562686663561","ss_construction","33-66%"
"-0.232432982149175","0.151799366413091","ss_construction","66-100%"
"-0.0696465929892333","0.147395582695346","ss_road_flat","0-33%"
"-0.337814757116482","0.157793785269464","ss_road_flat","33-66%"
"-0.0489236674489178","0.161811603935515","ss_road_flat","66-100%"
"-0.17123766058085","0.150340846440976","ss_marking","0-33%"
"-0.202600979958435","0.159067365046986","ss_marking","33-66%"
"0.01736478753368","0.143063739015298","ss_marking","66-100%"
"-0.114830445950171","0.14489998344723","ss_nature","0-33%"
"0.0508437285939658","0.155398734320669","ss_nature","33-66%"
"-0.266661834905827","0.159598513026267","ss_nature","66-100%"
"-0.105597997553453","0.153947741363861","ss_street_object","0-33%"
"-0.374609560687487","0.149567942483084","ss_street_object","33-66%"
"0.0322630461387471","0.153538413428488","ss_street_object","66-100%"
"-0.115832241798191","0.176113459154829","od_person_count","0-33%"
"-0.214651884400884","0.162427580131733","od_person_count","33-66%"
"-0.106936493588042","0.12256247005814","od_person_count","66-100%"
"-0.20603589206785","0.163944784832229","od_vehicle_count","0-33%"
"-0.184954142875687","0.141682330929571","od_vehicle_count","33-66%"
"-0.0407592894508662","0.161905705310996","od_vehicle_count","66-100%"
"-0.148073161334625","0.165586018736554","housing_price_log","0-33%"
"-0.227231336103986","0.163429683400101","housing_price_log","33-66%"
"-0.157372791218611","0.141733548015301","housing_price_log","66-100%"
"-0.264155148547109","0.145960149061715","poi_accessibility_log","0-33%"
"-0.0889713184259691","0.168260763587026","poi_accessibility_log","33-66%"
"-0.104505527061902","0.141164262838854","poi_accessibility_log","66-100%"
"-0.228247432872049","0.112869432982869","traffic_speed_log","0-33%"
"0.401708441088842","0.289565825546568","traffic_speed_log","33-66%"
"-0.333726374171642","0.159743911493009","traffic_speed_log","66-100%"
"-0.0174568890984934","0.172303533867715","pop_den_log","0-33%"
"-0.423264528932406","0.147718304435317","pop_den_log","33-66%"
"-0.0565315498882421","0.137559177938126","pop_den_log","66-100%"
"-0.174046275530043","0.155655384549094","poi_log","0-33%"
"-0.130867390788922","0.161019401599159","poi_log","33-66%"
"-0.263433106906065","0.146883452840983","poi_log","66-100%"
