"var_name","variable_importance"
"IMD_score",0.080188273649246
"age_0_19",0.0331732862732928
"age_20_39",0.101939973102528
"age_40_59",0.150562340652545
"lu_residential_community",0.0608600489379623
"lu_commerce_developed",0.0457907900271566
"ss_visual_complexity",0.052514290973625
"ss_construction",0.0584175115636418
"ss_road_flat",0.0383375606741691
"ss_marking",0.0286889881938454
"ss_nature",0.034973276028899
"ss_street_object",0.054393751253151
"od_person_count",0.0183698272699214
"od_vehicle_count",0.0348801394674055
"od_animal_count",0
"housing_price_log",0.0290676021247133
"poi_betweenness_log",0.00820464419081712
"poi_accessibility_log",0.0239245259552672
"traffic_speed_log",0.0295157406253115
"pop_den_log",0.0612811927053203
"poi_log",0.0309107556983652
"year_2012",0.00795305553599433
"year_2015",0.00191808637112532
"year_2017",0.00210528281661027
"year_2019",0.000871075888124925
"year_2010",0
"year_2014",0.000796376761704031
"year_2018",0
"year_2016",0.00119159389069457
"year_2011",0
"month_7",0.0049288223759133
"month_9",1.56755935906417e-05
"month_6",0.00168638273340864
"month_5",0.0016390211248417
"month_10",0.000892157081007768
"month_4",7.95045980159186e-06
"month_3",0
"month_11",0
