"var_name","variable_importance"
"age_0_19",0.0489511517361918
"age_20_39",0.0332820353490827
"age_40_59",0.0519927826106911
"IMD_score",0.0736760947918417
"lu_residential_community",0.0680512649920866
"lu_commerce_developed",0.103316559161698
"ss_visual_complexity",0.0467802751538666
"slope",0.0299169939391532
"ss_construction",0.069111759637742
"ss_road_flat",0.0320497756043604
"ss_marking",0.0491472470856252
"ss_nature",0.024358667877541
"ss_street_object",0.0309475110400605
"od_person_count",0.0559147196369205
"od_bicycle_count",0.00120186943934294
"od_vehicle_count",0.0389087212783688
"od_animal_count",0
"pop_den_log",0.161835381720684
"housing_price_log",0.0287245078825693
"poi_log",0.0253069968072606
"year_2012",0.00480341396688746
"year_2015",0.00299223379856865
"year_2017",0.00149340473103001
"year_2019",0.00183592843045067
"year_2010",0
"year_2014",0.000360181022508327
"year_2018",0.000411171079447224
"year_2016",0.00118138484475224
"year_2011",0
"month_7",0.00471155290309787
"month_9",0
"month_6",0.0034147136605098
"month_5",0.00154857782709852
"month_10",0.00100042251898893
"month_4",0.00119692823134909
"month_3",0.00157577124022359
"month_11",0
